,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,#_g6,name_g6,total_g6,hp_g6,attack_g6,defense_g6,speed_g6,generation_g6,legendary_g6,sp_attack_g6,sp_defense_g6,type1_g6,type2_g6
451,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90.0,5120.0,70.0,500.0,45,Ogre Scorp Pokémon,110.0,1250000.0,1.3,70.0,Dorapionドラピオン,Drapion,50.0,452.0,60.0,75.0,95.0,poison,dark,61.5,4.0,0.0,452.0,Drapion,500.0,70.0,90.0,110.0,95.0,4.0,0.0,60.0,75.0,Poison,Dark
452,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61.0,2560.0,100.0,300.0,140,Toxic Mouth Pokémon,40.0,1000000.0,0.7,48.0,Gureggruグレッグル,Croagunk,50.0,453.0,61.0,40.0,50.0,poison,fighting,23.0,4.0,0.0,453.0,Croagunk,300.0,48.0,61.0,40.0,50.0,4.0,0.0,61.0,40.0,Poison,Fighting
453,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106.0,5120.0,70.0,490.0,75,Toxic Mouth Pokémon,65.0,1000000.0,1.3,83.0,Dokurogドクロッグ,Toxicroak,50.0,454.0,86.0,65.0,85.0,poison,fighting,44.4,4.0,0.0,454.0,Toxicroak,490.0,83.0,106.0,65.0,85.0,4.0,0.0,86.0,65.0,Poison,Fighting
454,['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100.0,6400.0,70.0,454.0,200,Bug Catcher Pokémon,72.0,1250000.0,1.4,74.0,Muskippaマスキッパ,Carnivine,50.0,455.0,90.0,72.0,46.0,grass,,27.0,4.0,0.0,455.0,Carnivine,454.0,74.0,100.0,72.0,46.0,4.0,0.0,90.0,72.0,Grass,
455,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49.0,5120.0,70.0,330.0,190,Wing Fish Pokémon,56.0,600000.0,0.4,49.0,Keikouoケイコウオ,Finneon,50.0,456.0,49.0,61.0,66.0,water,,7.0,4.0,0.0,456.0,Finneon,330.0,49.0,49.0,56.0,66.0,4.0,0.0,49.0,61.0,Water,
456,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69.0,5120.0,70.0,460.0,75,Neon Pokémon,76.0,600000.0,1.2,69.0,Neolantネオラント,Lumineon,50.0,457.0,69.0,86.0,91.0,water,,24.0,4.0,0.0,457.0,Lumineon,460.0,69.0,69.0,76.0,91.0,4.0,0.0,69.0,86.0,Water,
457,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20.0,6400.0,70.0,345.0,25,Kite Pokémon,50.0,1250000.0,1.0,45.0,Tamantaタマンタ,Mantyke,50.0,458.0,60.0,120.0,50.0,water,flying,65.0,4.0,0.0,458.0,Mantyke,345.0,45.0,20.0,50.0,50.0,4.0,0.0,60.0,120.0,Water,Flying
458,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62.0,5120.0,70.0,334.0,120,Frosted Tree Pokémon,50.0,1250000.0,1.0,60.0,Yukikaburiユキカブリ,Snover,50.0,459.0,62.0,60.0,40.0,grass,ice,50.5,4.0,0.0,459.0,Snover,334.0,60.0,62.0,50.0,40.0,4.0,0.0,62.0,60.0,Grass,Ice
459,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132.0,5120.0,70.0,594.0,60,Frosted Tree Pokémon,105.0,1250000.0,2.2,90.0,Yukinoohユキノオー,Abomasnow,50.0,460.0,132.0,105.0,30.0,grass,ice,135.5,4.0,0.0,460.0,Abomasnow,494.0,90.0,92.0,75.0,60.0,4.0,0.0,92.0,85.0,Grass,Ice
460,"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120.0,5120.0,35.0,510.0,45,Sharp Claw Pokémon,65.0,1059860.0,1.1,70.0,Manyulaマニューラ,Weavile,50.0,461.0,45.0,85.0,125.0,dark,ice,34.0,4.0,0.0,461.0,Weavile,510.0,70.0,120.0,65.0,125.0,4.0,0.0,45.0,85.0,Dark,Ice
461,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70.0,5120.0,70.0,535.0,30,Magnet Area Pokémon,115.0,1000000.0,1.2,70.0,Jibacoilジバコイル,Magnezone,,462.0,130.0,90.0,60.0,electric,steel,180.0,4.0,0.0,462.0,Magnezone,535.0,70.0,70.0,115.0,60.0,4.0,0.0,130.0,90.0,Electric,Steel
462,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,5120.0,70.0,515.0,30,Licking Pokémon,95.0,1000000.0,1.7,110.0,Berobeltベロベルト,Lickilicky,50.0,463.0,80.0,95.0,50.0,normal,,140.0,4.0,0.0,463.0,Lickilicky,515.0,110.0,85.0,95.0,50.0,4.0,0.0,80.0,95.0,Normal,
463,"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140.0,5120.0,70.0,535.0,30,Drill Pokémon,130.0,1250000.0,2.4,115.0,Dosidonドサイドン,Rhyperior,50.0,464.0,55.0,55.0,40.0,ground,rock,282.8,4.0,0.0,464.0,Rhyperior,535.0,115.0,140.0,130.0,40.0,4.0,0.0,55.0,55.0,Ground,Rock
464,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100.0,5120.0,70.0,535.0,30,Vine Pokémon,125.0,1000000.0,2.0,100.0,Mojumboモジャンボ,Tangrowth,50.0,465.0,110.0,50.0,50.0,grass,,128.6,4.0,0.0,465.0,Tangrowth,535.0,100.0,100.0,125.0,50.0,4.0,0.0,110.0,50.0,Grass,
465,"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123.0,6400.0,70.0,540.0,30,Thunderbolt Pokémon,67.0,1000000.0,1.8,75.0,Elekibleエレキブル,Electivire,75.4,466.0,95.0,85.0,95.0,electric,,138.6,4.0,0.0,466.0,Electivire,540.0,75.0,123.0,67.0,95.0,4.0,0.0,95.0,85.0,Electric,
466,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95.0,6400.0,70.0,540.0,30,Blast Pokémon,67.0,1000000.0,1.6,75.0,Booburnブーバーン,Magmortar,75.4,467.0,125.0,95.0,83.0,fire,,68.0,4.0,0.0,467.0,Magmortar,540.0,75.0,95.0,67.0,83.0,4.0,0.0,125.0,95.0,Fire,
467,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50.0,2560.0,70.0,545.0,30,Jubilee Pokémon,95.0,800000.0,1.5,85.0,Togekissトゲキッス,Togekiss,88.1,468.0,120.0,115.0,80.0,fairy,flying,38.0,4.0,0.0,468.0,Togekiss,545.0,85.0,50.0,95.0,80.0,4.0,0.0,120.0,115.0,Fairy,Flying
468,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76.0,5120.0,70.0,515.0,30,Ogre Darner Pokémon,86.0,1000000.0,1.9,86.0,Megayanmaメガヤンマ,Yanmega,50.0,469.0,116.0,56.0,95.0,bug,flying,51.5,4.0,0.0,469.0,Yanmega,515.0,86.0,76.0,86.0,95.0,4.0,0.0,116.0,56.0,Bug,Flying
469,"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110.0,8960.0,35.0,525.0,45,Verdant Pokémon,130.0,1000000.0,1.0,65.0,Leafiaリーフィア,Leafeon,88.1,470.0,60.0,65.0,95.0,grass,,25.5,4.0,0.0,470.0,Leafeon,525.0,65.0,110.0,130.0,95.0,4.0,0.0,60.0,65.0,Grass,
470,"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60.0,8960.0,35.0,525.0,45,Fresh Snow Pokémon,110.0,1000000.0,0.8,65.0,Glaciaグレイシア,Glaceon,88.1,471.0,130.0,95.0,65.0,ice,,25.9,4.0,0.0,471.0,Glaceon,525.0,65.0,60.0,110.0,65.0,4.0,0.0,130.0,95.0,Ice,
471,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95.0,5120.0,70.0,510.0,30,Fang Scorp Pokémon,125.0,1059860.0,2.0,75.0,Glionグライオン,Gliscor,50.0,472.0,45.0,75.0,95.0,ground,flying,42.5,4.0,0.0,472.0,Gliscor,510.0,75.0,95.0,125.0,95.0,4.0,0.0,45.0,75.0,Ground,Flying
472,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130.0,5120.0,70.0,530.0,50,Twin Tusk Pokémon,80.0,1250000.0,2.5,110.0,Mammooマンムー,Mamoswine,50.0,473.0,70.0,60.0,80.0,ice,ground,291.0,4.0,0.0,473.0,Mamoswine,530.0,110.0,130.0,80.0,80.0,4.0,0.0,70.0,60.0,Ice,Ground
473,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120.0,70.0,535.0,30,Virtual Pokémon,70.0,1000000.0,0.9,85.0,Porygon-zポリゴンＺ,Porygon-Z,,474.0,135.0,75.0,90.0,normal,,34.0,4.0,0.0,474.0,Porygon-Z,535.0,85.0,80.0,70.0,90.0,4.0,0.0,135.0,75.0,Normal,
474,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165.0,5120.0,35.0,618.0,45,Blade Pokémon,95.0,1250000.0,1.6,68.0,Erureidoエルレイド,Gallade,100.0,475.0,65.0,115.0,110.0,psychic,fighting,52.0,4.0,0.0,475.0,Gallade,518.0,68.0,125.0,65.0,80.0,4.0,0.0,65.0,115.0,Psychic,Fighting
475,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55.0,5120.0,70.0,525.0,60,Compass Pokémon,145.0,1000000.0,1.4,60.0,Dainoseダイノーズ,Probopass,50.0,476.0,75.0,150.0,40.0,rock,steel,340.0,4.0,0.0,476.0,Probopass,525.0,60.0,55.0,145.0,40.0,4.0,0.0,75.0,150.0,Rock,Steel
476,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100.0,6400.0,35.0,525.0,45,Gripper Pokémon,135.0,800000.0,2.2,45.0,Yonoirヨノワール,Dusknoir,50.0,477.0,65.0,135.0,45.0,ghost,,106.6,4.0,0.0,477.0,Dusknoir,525.0,45.0,100.0,135.0,45.0,4.0,0.0,65.0,135.0,Ghost,
477,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80.0,5120.0,70.0,480.0,75,Snow Land Pokémon,70.0,1000000.0,1.3,70.0,Yukimenokoユキメノコ,Froslass,0.0,478.0,80.0,70.0,110.0,ice,ghost,26.6,4.0,0.0,478.0,Froslass,480.0,70.0,80.0,70.0,110.0,4.0,0.0,80.0,70.0,Ice,Ghost
478,['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65.0,5120.0,70.0,520.0,45,Plasma Pokémon,107.0,1000000.0,0.3,50.0,Rotomロトム,Rotom,,479.0,105.0,107.0,86.0,electric,ghost,0.3,4.0,0.0,479.0,Rotom,440.0,50.0,50.0,77.0,91.0,4.0,0.0,95.0,77.0,Electric,Ghost
479,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75.0,20480.0,140.0,580.0,3,Knowledge Pokémon,130.0,1250000.0,0.3,75.0,Yuxieユクシー,Uxie,,480.0,75.0,130.0,95.0,psychic,,0.3,4.0,1.0,480.0,Uxie,580.0,75.0,75.0,130.0,95.0,4.0,1.0,75.0,130.0,Psychic,
480,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105.0,20480.0,140.0,580.0,3,Emotion Pokémon,105.0,1250000.0,0.3,80.0,Emritエムリット,Mesprit,,481.0,105.0,105.0,80.0,psychic,,0.3,4.0,1.0,481.0,Mesprit,580.0,80.0,105.0,105.0,80.0,4.0,1.0,105.0,105.0,Psychic,
481,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125.0,20480.0,140.0,580.0,3,Willpower Pokémon,70.0,1250000.0,0.3,75.0,Agnomeアグノム,Azelf,,482.0,125.0,70.0,115.0,psychic,,0.3,4.0,1.0,482.0,Azelf,580.0,75.0,125.0,70.0,115.0,4.0,1.0,125.0,70.0,Psychic,
482,"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120.0,30720.0,0.0,680.0,3,Temporal Pokémon,120.0,1250000.0,5.4,100.0,Dialgaディアルガ,Dialga,,483.0,150.0,100.0,90.0,steel,dragon,683.0,4.0,1.0,483.0,Dialga,680.0,100.0,120.0,120.0,90.0,4.0,1.0,150.0,100.0,Steel,Dragon
483,"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120.0,30720.0,0.0,680.0,3,Spatial Pokémon,100.0,1250000.0,4.2,90.0,Palkiaパルキア,Palkia,,484.0,150.0,120.0,100.0,water,dragon,336.0,4.0,1.0,484.0,Palkia,680.0,90.0,120.0,100.0,100.0,4.0,1.0,150.0,120.0,Water,Dragon
484,"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90.0,2560.0,100.0,600.0,3,Lava Dome Pokémon,106.0,1250000.0,1.7,91.0,Heatranヒードラン,Heatran,50.0,485.0,130.0,106.0,77.0,fire,steel,430.0,4.0,1.0,485.0,Heatran,600.0,91.0,90.0,106.0,77.0,4.0,1.0,130.0,106.0,Fire,Steel
485,['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.0,30720.0,0.0,670.0,3,Colossal Pokémon,110.0,1250000.0,3.7,110.0,Regigigasレジギガス,Regigigas,,486.0,80.0,110.0,100.0,normal,,420.0,4.0,1.0,486.0,Regigigas,670.0,110.0,160.0,110.0,100.0,4.0,1.0,80.0,110.0,Normal,
486,"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120.0,30720.0,0.0,680.0,3,Renegade Pokémon,100.0,1250000.0,4.5,150.0,Giratina (another Forme)ギラティナ,Giratina,,487.0,120.0,100.0,90.0,ghost,dragon,750.0,4.0,1.0,,,,,,,,,,,,,
487,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70.0,30720.0,100.0,600.0,3,Lunar Pokémon,120.0,1250000.0,1.5,120.0,Cresseliaクレセリア,Cresselia,0.0,488.0,75.0,130.0,85.0,psychic,,85.6,4.0,1.0,488.0,Cresselia,600.0,120.0,70.0,120.0,85.0,4.0,0.0,75.0,130.0,Psychic,
488,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80.0,10240.0,70.0,480.0,30,Sea Drifter Pokémon,80.0,1250000.0,0.4,80.0,Phioneフィオネ,Phione,,489.0,80.0,80.0,80.0,water,,3.1,4.0,0.0,489.0,Phione,480.0,80.0,80.0,80.0,80.0,4.0,0.0,80.0,80.0,Water,
489,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100.0,2560.0,70.0,600.0,3,Seafaring Pokémon,100.0,1250000.0,0.3,100.0,Manaphyマナフィ,Manaphy,,490.0,100.0,100.0,100.0,water,,1.4,4.0,1.0,490.0,Manaphy,600.0,100.0,100.0,100.0,100.0,4.0,0.0,100.0,100.0,Water,
490,['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90.0,30720.0,0.0,600.0,3,Pitch-Black Pokémon,90.0,1250000.0,1.5,70.0,Darkraiダークライ,Darkrai,,491.0,135.0,90.0,125.0,dark,,50.5,4.0,1.0,491.0,Darkrai,600.0,70.0,90.0,90.0,125.0,4.0,1.0,135.0,90.0,Dark,
491,"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103.0,30720.0,100.0,600.0,45,Gratitude Pokémon,75.0,1059860.0,0.2,100.0,Shaymin (sky Forme)シェイミ,Shaymin,,492.0,120.0,75.0,127.0,grass,grass,2.1,4.0,1.0,,,,,,,,,,,,,
492,['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,30720.0,0.0,720.0,3,Alpha Pokémon,120.0,1250000.0,3.2,120.0,Arceusアルセウス,Arceus,,493.0,120.0,120.0,120.0,normal,,320.0,4.0,1.0,493.0,Arceus,720.0,120.0,120.0,120.0,120.0,4.0,1.0,120.0,120.0,Normal,
493,['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100.0,30720.0,100.0,600.0,3,Victory Pokémon,100.0,1250000.0,0.4,100.0,Victiniビクティニ,Victini,,494.0,100.0,100.0,100.0,psychic,fire,4.0,5.0,1.0,494.0,Victini,600.0,100.0,100.0,100.0,100.0,5.0,1.0,100.0,100.0,Psychic,Fire
494,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45.0,5120.0,70.0,308.0,45,Grass Snake Pokémon,55.0,1059860.0,0.6,45.0,Tsutarjaツタージャ,Snivy,88.1,495.0,45.0,55.0,63.0,grass,,8.1,5.0,0.0,495.0,Snivy,308.0,45.0,45.0,55.0,63.0,5.0,0.0,45.0,55.0,Grass,
495,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60.0,5120.0,70.0,413.0,45,Grass Snake Pokémon,75.0,1059860.0,0.8,60.0,Janovyジャノビー,Servine,88.1,496.0,60.0,75.0,83.0,grass,,16.0,5.0,0.0,496.0,Servine,413.0,60.0,60.0,75.0,83.0,5.0,0.0,60.0,75.0,Grass,
496,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75.0,5120.0,70.0,528.0,45,Regal Pokémon,95.0,1059860.0,3.3,75.0,Jalordaジャローダ,Serperior,88.1,497.0,75.0,95.0,113.0,grass,,63.0,5.0,0.0,497.0,Serperior,528.0,75.0,75.0,95.0,113.0,5.0,0.0,75.0,95.0,Grass,
497,"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63.0,5120.0,70.0,308.0,45,Fire Pig Pokémon,45.0,1059860.0,0.5,65.0,Pokabuポカブ,Tepig,88.1,498.0,45.0,45.0,45.0,fire,,9.9,5.0,0.0,498.0,Tepig,308.0,65.0,63.0,45.0,45.0,5.0,0.0,45.0,45.0,Fire,
498,"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93.0,5120.0,70.0,418.0,45,Fire Pig Pokémon,55.0,1059860.0,1.0,90.0,Chaobooチャオブー,Pignite,88.1,499.0,70.0,55.0,55.0,fire,fighting,55.5,5.0,0.0,499.0,Pignite,418.0,90.0,93.0,55.0,55.0,5.0,0.0,70.0,55.0,Fire,Fighting
499,"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123.0,5120.0,70.0,528.0,45,Mega Fire Pig Pokémon,65.0,1059860.0,1.6,110.0,Enbuohエンブオー,Emboar,88.1,500.0,100.0,65.0,65.0,fire,fighting,150.0,5.0,0.0,500.0,Emboar,528.0,110.0,123.0,65.0,65.0,5.0,0.0,100.0,65.0,Fire,Fighting
500,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55.0,5120.0,70.0,308.0,45,Sea Otter Pokémon,45.0,1059860.0,0.5,55.0,Mijumaruミジュマル,Oshawott,88.1,501.0,63.0,45.0,45.0,water,,5.9,5.0,0.0,501.0,Oshawott,308.0,55.0,55.0,45.0,45.0,5.0,0.0,63.0,45.0,Water,
501,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75.0,5120.0,70.0,413.0,45,Discipline Pokémon,60.0,1059860.0,0.8,75.0,Futachimaruフタチマル,Dewott,88.1,502.0,83.0,60.0,60.0,water,,24.5,5.0,0.0,502.0,Dewott,413.0,75.0,75.0,60.0,60.0,5.0,0.0,83.0,60.0,Water,
502,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100.0,5120.0,70.0,528.0,45,Formidable Pokémon,85.0,1059860.0,1.5,95.0,Daikenkiダイケンキ,Samurott,88.1,503.0,108.0,70.0,70.0,water,,94.6,5.0,0.0,503.0,Samurott,528.0,95.0,100.0,85.0,70.0,5.0,0.0,108.0,70.0,Water,
503,"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,3840.0,70.0,255.0,255,Scout Pokémon,39.0,1000000.0,0.5,45.0,Minezumiミネズミ,Patrat,50.0,504.0,35.0,39.0,42.0,normal,,11.6,5.0,0.0,504.0,Patrat,255.0,45.0,55.0,39.0,42.0,5.0,0.0,35.0,39.0,Normal,
504,"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,5120.0,70.0,420.0,255,Lookout Pokémon,69.0,1000000.0,1.1,60.0,Miruhogミルホッグ,Watchog,50.0,505.0,60.0,69.0,77.0,normal,,27.0,5.0,0.0,505.0,Watchog,420.0,60.0,85.0,69.0,77.0,5.0,0.0,60.0,69.0,Normal,
505,"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,3840.0,70.0,275.0,255,Puppy Pokémon,45.0,1059860.0,0.4,45.0,Yorterrieヨーテリー,Lillipup,50.0,506.0,25.0,45.0,55.0,normal,,4.1,5.0,0.0,506.0,Lillipup,275.0,45.0,60.0,45.0,55.0,5.0,0.0,25.0,45.0,Normal,
506,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,3840.0,70.0,370.0,120,Loyal Dog Pokémon,65.0,1059860.0,0.9,65.0,Herderrieハーデリア,Herdier,50.0,507.0,35.0,65.0,60.0,normal,,14.7,5.0,0.0,507.0,Herdier,370.0,65.0,80.0,65.0,60.0,5.0,0.0,35.0,65.0,Normal,
